soc,battery_temp,ambient_temp,speed,hvac_power,tire_pressure,payload_kg,elevation_change,drive_mode,weather,road_type,remaining_range_km
29.110519961044854,34.05970040124963,6.632829991044574,56.225633974976674,1.5988864452444984,28.537382695160073,359.40867346363234,-13.400014699725475,normal,snow,city,104.2302510608657
26.364247048639054,20.894609008686334,15.160470837577154,104.08146056425349,1.7099290264399247,28.432923742429196,187.17594538809252,-66.63593281679854,sport,rain,highway,76.45614454190105
26.506405886809045,21.352375861572586,-9.296016835855466,101.8502960002612,4.497926082310479,32.691742176324375,410.028894987332,52.546366683776796,normal,rain,mixed,57.461213061936135
37.381801866358394,16.24491976529719,-9.65212063483544,61.38234689554484,3.7090645463325753,35.098368084033666,12.93354086271009,-56.16972551120296,normal,fog,mixed,125.75589480724092
57.228078846901404,24.66202605587189,2.006331022575994,84.80252501526522,4.860914840935205,32.22785600767638,51.37295526971053,-71.294144985629,sport,fog,highway,166.78649254777127
48.87505167779042,31.79233984001025,-4.959640143045737,23.130241249525476,2.9953575516762028,35.02255338056057,330.68686818768055,12.57441509880141,sport,rain,mixed,146.68537841603873
36.21062261782377,40.738047419919866,3.010568396787681,82.60760459122899,1.20856866045659,34.487930184441915,145.6242876350287,34.299051058318156,sport,rain,highway,115.72767651171966
65.06676052501416,35.00782342376042,-1.1478352735801298,32.68614951159474,1.6382751496082144,28.606830286359365,475.6931092002389,13.912548132983261,sport,rain,city,230.2554176917469
22.554447458683764,28.06188970199254,-8.573998758067589,99.8474516104981,1.5991796164598355,29.61565979508552,218.03030604615236,31.302129789472644,eco,clear,city,86.54451980339972
36.29301836816963,43.593603431824135,35.46520732030247,10.04689597306919,1.6324716383162579,33.26168535324274,214.6824101945885,-76.89519753845111,normal,rain,highway,125.80194390299764
42.97256589643225,36.57735601727495,-9.588843430555423,92.7766407462333,3.3648208655590786,31.548011060400334,339.03975509546564,-4.796392423178531,normal,clear,highway,135.47230618157516
51.046298579533236,42.9049560858765,26.80410721685427,11.992428788234344,2.654039640452081,30.325598509175364,383.7842811530948,-28.59627118229176,eco,fog,city,232.99361669631446
80.66583652537122,30.82763919816497,-2.392605654024173,105.74270842731707,1.9271208904332215,31.349070848383832,237.77936906256824,94.67372324802437,normal,snow,highway,254.29192496810998
27.970640394252378,22.76712824379419,35.61148109998,36.504542176200445,0.745448843643583,31.561597170165076,107.00045085586207,-90.07521316410651,eco,snow,city,119.90060743374802
56.28109945722505,16.58480059094166,34.63979697949429,78.52720377966897,0.11069581471072953,35.28441800657277,386.6543213628108,-40.34115938801539,normal,snow,highway,196.2938853865833
63.31731119758382,36.782545544515514,22.695057318462865,58.50027343443358,1.094173387938463,28.827666269639625,160.1756374368138,88.37243881834439,eco,snow,city,267.2739626521018
14.180537144799796,18.639089940166023,23.611707490030255,43.956377431480675,0.5373570198434063,30.23784597446092,87.5553846469288,96.69923663686589,eco,fog,mixed,57.1640222080309
64.67903667112945,24.083253848159018,-9.733042901515573,77.45301998201957,3.9272251542611967,32.30051853266171,315.82009496250663,64.9803215454267,normal,snow,mixed,200.50019947682213
25.347171131856236,30.97412723651692,39.2435783056801,113.70275766614856,0.5624897890694269,33.58629541304473,45.2268334951752,-84.80035119671814,normal,fog,city,102.27032943650941
15.854643368675156,31.93249763339243,33.89163017879072,4.952369684954623,3.6211411865341807,33.04509831167395,485.67633754302744,12.27100566870807,normal,fog,city,22.605782436670903
95.39969835279999,33.017495909614084,34.7553112865046,110.26234270597251,1.9282934488804133,35.53314190189916,316.19863220606845,-19.97540146590657,sport,rain,city,344.1517735929181
96.90688297671034,19.98765991049102,22.962226852543594,73.08979860252163,0.36689194871887987,34.364871398555785,492.94776046087793,61.29051353908034,normal,rain,city,415.8486778444796
82.7557613304815,26.392122144649463,7.239346432726826,96.87771609228628,4.063650247157929,32.45661473579544,169.44671173931803,-88.99515288573335,normal,snow,city,306.0727927708829
37.41523922560336,33.515826813509,34.68243245452404,46.06499441211331,2.8981528511830668,29.71746153338806,485.60258059519896,-60.574249671059576,normal,rain,mixed,129.62704996350394
18.79049026057455,44.09456593901354,4.575846407559617,56.621156980513646,1.1788075643178653,31.60699385121792,72.7811238643118,-2.160986755474113,sport,clear,city,63.94001212528444
71.58097238609412,36.82893413099066,18.135577167110142,104.26209021613968,4.473405871663339,33.54705795355582,20.347386173514227,-68.47046741043461,normal,clear,highway,249.05135337129624
49.61372443656412,42.67811271281873,-5.01345138280588,49.781756377178766,0.2262915693527573,34.70369739868868,16.492030227301278,38.54302853885966,eco,fog,mixed,243.06095120992242
20.983441136030095,37.86636174942531,36.09778150663751,64.1591480098902,1.0090980409888144,35.6778897953791,232.43518529961355,64.15344422795965,eco,rain,city,82.85171536686917
54.56592191001432,32.751509066772016,-2.9614771114393337,2.4233907701199486,3.760234639029305,32.84362212910334,41.50209873929739,40.9039787255287,sport,snow,highway,129.0079366599007
13.094966900369656,20.760701074090335,1.244840286520363,19.031760700565073,3.5468896515494457,32.21535493843546,256.0839420838009,-11.943257272003535,sport,snow,mixed,20.8628104562847
91.83883618709038,35.00056955677539,17.906707906410748,77.00238095697597,1.4463584686223903,28.14153538496919,163.75025175445023,75.67753325052925,sport,clear,highway,292.39917932816434
33.290198344001524,33.70138697879722,28.204650010649075,86.03722812766526,0.3101243767639156,28.57679255320144,167.8144962370578,-72.46277365601166,sport,rain,city,111.23589267438554
69.62700559185838,33.074075113717996,20.967565296814946,69.91211241413993,4.290390361124719,29.248839981099202,317.8044982725849,-47.93228322019822,sport,clear,highway,215.10476838300846
38.053996848046985,29.693576039647223,1.6066956400078087,17.197204353073282,1.568488190349513,28.438079449517026,81.54900307581009,-2.09206294953934,normal,rain,highway,130.017086063318
56.80612190600297,30.85969811967827,-9.952847873625483,53.44865142934018,0.9785670746413261,31.20690591043941,383.2766851698655,-87.7322802241496,eco,snow,mixed,220.41003206707586
59.203925140895166,25.03327581354312,27.85752901537196,42.611371963582776,2.5803091118048855,30.695028361110978,291.01545988931736,-80.86284368669055,eco,clear,highway,245.37581129823056
26.636900997297435,30.579380779269094,39.26036629555469,59.4793612842106,4.551135996412237,33.098833262947146,457.47231442375545,-20.51132565552558,normal,rain,highway,57.756493259532014
97.26261649881027,20.926677170354345,30.49565601530452,104.43948414649131,0.21773288921687672,32.28532086346722,182.4203268837617,88.7772593469108,sport,snow,mixed,310.23162140896
79.76195410250031,39.1552319208113,13.010330907830767,93.10337263903823,3.8290204401544385,32.76776607510288,491.35749603356277,81.68273865540004,normal,rain,city,300.01906302072075
94.55490474077702,20.573308640961233,35.18836306995533,10.078740166699074,2.8623661396935445,31.775817623501233,287.9138233570116,-6.805028344317776,sport,snow,highway,250.06095985518806
90.5344615384884,17.548988696683992,10.4923836559175,106.83710373294771,2.127245582759085,30.221897188434056,486.7009780937669,-71.56829109785399,eco,fog,city,450.6226482389248
63.810998092997664,28.08738079071472,16.246704212173377,56.612058137978835,3.7204022205253002,35.622602519571814,13.530327023557664,-64.37846880831287,eco,fog,mixed,291.7386654095658
92.96868115208052,34.749223185181854,13.856488369784163,89.26345738631981,4.829122122208162,28.691273278081113,363.988161206194,-24.490789078174544,sport,rain,city,314.9698138939583
17.964325184672756,28.131504748006243,12.381193633276247,16.804707751722255,1.146031055813455,35.51112799572246,408.3107621463681,-57.98516098264373,normal,clear,highway,57.845479971700385
27.638457617723066,23.302623958539257,28.75953846469529,80.48634308484577,0.7182368253605981,30.489904374917877,26.58664333824379,-83.40488112192443,sport,rain,highway,97.1453922994629
14.070456001948425,31.745135516713223,16.338445363474598,28.35912211313495,4.564408726113485,32.10129156293838,289.48483200812285,34.75549670399943,sport,fog,city,9.542130572577282
39.27972976869379,25.410070062365996,5.835856101260804,52.60570765691178,3.3447653872865186,28.87073858262037,400.9711467947242,16.28972755853897,eco,clear,city,169.39004386785294
44.98095607205338,42.98603070379899,2.9079083829239156,2.023544409852529,2.18993010780983,28.567448546968073,280.5193626115364,-41.74064840438299,sport,fog,highway,139.78031209667492
34.42141285965063,42.67935418810716,-8.112634151628331,18.19327655165712,2.8662978513214155,31.436363589748822,31.906795202733317,55.78967651046082,normal,fog,mixed,113.55822453373612
84.58637582367363,30.071154599162863,19.1597580941523,11.049659174834371,3.72806952588122,33.93357901103742,346.7236204491557,55.189777541166904,sport,clear,highway,256.6610511908878
42.10779940242303,24.836519820547757,1.4980707700517097,28.769300752591015,3.8651594935285862,30.154918220388392,30.298457336654316,-1.799605957447639,eco,clear,highway,166.42294014161524
35.28410587186427,37.11397241869918,-2.593303899180846,12.002170802918673,4.599470904094823,32.49878311148256,408.73444750821926,-80.69348889762122,normal,fog,city,122.0890177364909
58.84264748424236,16.101388304491998,22.691498191383886,83.02920319434743,2.1342139444781134,30.229202724182546,21.517091653347197,83.69388002027151,normal,snow,highway,177.5374792417216
22.683180247728636,29.243070181309538,24.060462891077442,3.4847882651063244,1.4670545500969752,31.108904487144326,68.6986905051854,33.73210470819424,eco,clear,city,110.93837308028748
82.19772826786357,25.089701828110005,27.607744612883295,74.12886007499975,3.1983213339492096,35.2515705477906,137.55379526163424,-50.58983616960981,eco,fog,mixed,388.7280590437006
16.709557931179376,42.61607655307664,15.178844816929573,16.88493969906891,2.0786394963976518,34.846717003959355,316.6823961304,22.090909406845327,sport,clear,highway,40.48896130936201
98.81982429404655,15.360090818180476,34.70273026019433,113.41937486134763,2.9729922697448896,32.12814034734104,488.179549815653,-18.99570083447395,eco,clear,mixed,470.3873246626678
79.50202923669917,31.584446271550473,36.81713766991139,111.97128877318251,2.099928992279751,29.90484501977663,58.911426309967204,27.069927947191587,eco,fog,mixed,374.6784624956638
27.884411338075516,37.21990743199878,30.36854698962447,27.060372302515514,0.7649789333908724,29.545471301864183,71.35383460695921,-5.225820853795838,eco,snow,highway,102.09291651697062
10.496990541124216,29.550539625721235,21.77967410040936,73.73055578676355,2.347133758294792,35.63269882428571,184.43519835049017,-2.9055699520533125,eco,rain,city,27.24068104191847
83.39152856093507,17.56209090488165,5.186047679559433,3.360638336695012,3.454589109705164,29.6217327720855,418.1095688776601,47.176418381471876,normal,fog,city,356.2826432968633
73.61716094628554,44.173841700837066,39.14724608101106,111.81462516614089,3.9964190383382494,34.465346487300316,233.61547637540707,22.745149212795155,normal,snow,highway,212.4454040547709
75.61064512368885,30.540312941282938,3.7068083595969163,62.75847698300516,2.466631383982734,30.9517616762843,160.80530012791084,-84.00946175115487,normal,fog,city,330.1451085522707
79.41433120173512,33.42558732957034,0.13284609952155257,5.186778170133479,0.8261894510520046,35.88527878046591,280.60191610443064,-86.92528591073926,eco,snow,city,361.46644307767974
16.664018656068134,22.09829348122522,12.107705689329137,41.09999916097649,2.073438548247158,30.945245922902302,130.26159872287502,-38.998152500654946,sport,rain,mixed,48.36016057922806
42.261915568984534,29.504942553204113,-7.1579714643805765,9.221935423348103,3.9314696442084913,30.812132999285808,200.57995362376047,-13.950800692250738,sport,rain,city,136.81531162623247
20.428215357261674,27.874484758749656,38.92472323358954,47.153332724803185,2.064296353085364,33.099709031020986,166.30257461602093,-44.955488164142785,sport,clear,city,63.08339714241796
87.67930832880342,17.24687526005951,19.42167782082124,80.39116105935877,3.4826539680211117,35.69213445301455,402.07051120732297,30.291971613983605,sport,clear,highway,272.35558495774
66.09683141448022,18.184810606424016,17.847604583208764,56.38678896497275,2.536068408390449,35.80967684637146,462.1278632190004,-60.97841365487562,normal,rain,mixed,264.956061609254
39.78082223673843,40.12417558856323,22.78981399498599,46.046660966334535,1.2061156255469836,33.65764917173588,379.7860960784559,40.828219279233934,sport,fog,city,137.3354228090853
15.720251525742128,22.19459856619771,14.851182388860334,14.298845464855777,3.9807525401153714,34.03685092509083,219.54178801499174,54.63014837778604,normal,rain,highway,31.01532910737861
37.9884089544096,20.84874814495892,-8.396824145272921,29.392685483238758,0.42106727035343516,32.507217407784225,252.1674887483319,-75.13613848086989,sport,snow,city,121.08215197072505
39.266498982407235,30.147343537504177,20.61556444201984,12.017194528602136,2.624451413775753,34.04620591305866,62.53684696471784,30.161248672597594,sport,snow,mixed,115.19296449988961
75.66455605042577,38.06241394087539,25.80869384782153,96.89984779879929,1.0444551712170247,34.878237239763976,373.43235556726887,92.28719518002282,normal,snow,mixed,271.6055984747808
67.38017242196918,16.858395557369636,10.837453031202656,16.228779358166708,0.3353281427068783,31.888762425560188,298.237839697522,-61.43523654733065,normal,rain,mixed,278.0254680515747
89.84914683186939,32.304237589147675,27.864778603559643,71.44480398586722,2.5146696854162442,32.95889810264082,451.2199980687182,81.8605662232309,sport,clear,mixed,304.5234428860525
52.49934326457544,18.5763132852172,1.35006496692103,41.128849630661506,2.497810779674618,32.29853356186438,100.3055717875766,21.209589854803326,eco,snow,mixed,198.85957985669316
20.763482134447152,16.093831524768554,1.0638295533092013,27.117406158622018,3.534504508378604,32.499764908229416,379.8630609663061,18.18897346634239,sport,snow,mixed,30.10503508981669
74.19203085006956,16.582318564866522,-1.9291506156213032,76.73621273905245,3.7237534652595246,35.120383278991525,342.33583085959486,-89.61546353582656,sport,rain,highway,216.27822796475644
78.47065437552077,40.02492324625324,8.599737989458092,54.84027712523287,3.638957443464484,30.844934641644564,132.92276690487608,49.660055677279644,sport,snow,mixed,216.0339084906622
60.51494778125466,18.539174508841846,32.35060176945418,48.0174560741471,2.047793664583775,29.665472204804992,333.68931977041257,-4.345389470388355,normal,rain,city,245.13723810075717
79.38704619591049,16.35454093236876,31.39560310745322,71.14224058706658,3.158448936132813,31.65024088218903,462.18669028832477,44.23487836702682,sport,clear,city,283.2662364540254
54.44160367279517,28.13699661428737,9.14121039817519,58.95211541880008,2.8847262132198015,29.66468152385012,459.21799383355943,61.83622068932121,eco,snow,city,216.34097395003388
57.045954644379464,40.319804158260744,19.455936799011827,36.41810502618729,2.107808780584598,31.987203405296153,359.81328725807066,4.75927467445571,sport,snow,city,177.5101175952361
48.47869165226947,22.87225129467906,26.04081582374578,67.0873545318302,2.986063470929966,35.22806484285647,24.03655626703005,-47.27113734433716,eco,snow,mixed,196.89808202333532
12.287721406968567,27.651378525777492,2.060338731401149,80.33982918608335,4.736239383531313,32.93946816385982,436.13216866008077,-71.68550172143733,eco,rain,mixed,14.361803186458866
19.7102284293974,16.197675976912535,-1.5929457052626468,3.203179030422514,0.9644687184068867,34.84346282642462,328.88930350226997,-67.89937441351714,eco,rain,highway,71.81699324096343
12.828626711806082,28.472355424046278,38.60479966061555,55.90460746892104,4.528860478927632,29.329527356924096,155.21712659136722,73.38693078915975,sport,fog,mixed,5.922072778500984
67.27693701374024,32.32839241911401,20.877865660480925,6.921994150025252,0.26727756991599183,35.20698874029741,93.62518085284965,-75.28438087392226,normal,clear,city,313.46917427958186
38.2920382968694,32.127211612564345,39.070786091683196,22.368649688173328,1.5419460645083034,32.81429731525692,58.10193149865855,-23.06118539068632,normal,fog,highway,138.98577388748254
55.77136220482325,24.972800765230957,6.887799356611456,67.26104808935676,1.4407262430576413,28.254078309923838,25.11844962888049,-33.14507074219384,sport,fog,highway,170.55585964185897
91.68098265334837,24.465995419894064,25.151584998706575,103.9426698318697,3.1318255394045287,33.06495164228029,377.0516239753782,73.09113334779406,sport,fog,highway,283.51578586697934
32.43630062339874,18.198708568097935,1.130181827061886,105.93668150261819,0.6561247588864516,35.61117565008735,117.92149947163766,-4.461299861141683,eco,rain,highway,128.4515387804378
46.93446307320668,26.003949619388052,3.0600085636956464,8.393281216635753,4.411738059198768,28.633336003802896,12.126468021627534,99.28928346962752,sport,snow,mixed,120.7346982769011
77.99960246887439,17.98484006618894,15.5951060634812,50.29261035440479,4.142757042325206,32.65964904375657,198.63532592099463,47.41094926062894,normal,snow,highway,238.30819657982016
30.59183489424602,37.99787834136155,5.980906275403562,69.96077796054615,3.260329098426389,35.323828822957715,241.30354029616947,70.18471508085713,sport,rain,mixed,88.09974375847169
16.92819188459137,43.98822893244558,-1.6189218079707768,17.64838854604121,2.292069158960989,28.077561346674997,84.61511545006346,-80.26554679466503,sport,fog,highway,31.030763903107434
36.077630762239124,44.10223370000121,3.1440350994663007,91.8518660093726,4.664780210710392,33.04730341172659,22.024168081274887,-49.379548947020815,sport,clear,mixed,102.14682529927636
24.5099158528604,40.95213298126181,-8.212580276706769,89.30823101246865,4.15373277360278,31.7992183346477,94.56274154903443,-72.91076088563435,eco,rain,mixed,76.50227274559957
93.67278871083158,33.023764480188575,25.221181073874334,108.40092164481536,2.4965757404062243,30.775914549188883,339.5513809182872,-7.27560551988806,sport,fog,city,349.96563155833394
82.73083416079753,36.0259709173164,14.60583285429308,1.018321450013162,3.509366772271556,33.02029191956301,41.1218386256032,43.65749763238196,sport,rain,mixed,274.4375300136998
67.00633808593811,23.556174080412422,-5.287846679773719,26.00210927868032,2.8346497608984227,28.421616756699336,277.5185152784969,-66.18728635939996,sport,snow,highway,172.1192049381374
88.43145311689459,33.923112605178616,-1.4153003435754403,99.26240570943861,2.939711191941323,34.0245043702992,73.20599395408334,-73.96629108605224,normal,snow,highway,294.8445113703695
82.33048692092031,28.669486483196323,-4.873273094367799,80.46960609923225,1.6548803471873563,28.03583581535766,97.84458679020969,22.921749756088076,eco,snow,mixed,343.7002850856528
26.791305299743225,29.460520193307975,20.629640413793823,107.3267824438189,2.3104230231244838,30.45548595033882,196.53894163334934,-53.93744924731521,eco,fog,mixed,113.81320838590769
90.330309864098,37.73329681125474,-5.28948181937531,6.861558543631983,0.39060715394872103,32.031669101477426,50.41266802686567,-4.134985649251803,normal,rain,mixed,371.5218101082727
58.540801772408564,23.457550667917552,27.714116651760804,71.63567588597314,1.7867434583229624,31.016178004532414,86.60175139110643,-89.77645445445646,eco,fog,mixed,283.91499744343184
82.66961396476563,24.541188350835597,-8.974454033980441,68.2855889872409,3.4791425768107596,30.45980748164466,174.47620572567706,36.12256241349297,normal,rain,city,323.60987949435656
90.64821699311439,42.7392537338591,2.4687893997946055,4.280929963263884,4.7660801525309315,34.646681163744766,164.83450274918343,8.263276328410726,eco,clear,city,434.0095981499751
38.62031274746775,16.686728845529167,34.53333379459536,61.62264922949802,4.815320563815101,35.478660594175274,374.63574283786596,29.48457979172656,eco,snow,city,129.85836044594654
19.90467320749091,29.56902895240021,25.9265659061123,73.14243735719091,2.778614345624458,34.98970147924711,37.39115256321218,-44.91872398805079,eco,clear,city,87.1040571672242
30.51416462877475,42.384024012235855,-6.351583353715614,22.955180904252867,3.03311125904791,32.179450504399995,430.22536783317173,-44.279404927693776,sport,snow,city,72.36455464562235
48.43970097636307,33.310890234544715,31.056305224258985,32.799549974959554,0.9286059275048375,35.073313401547864,408.11608536972744,60.27210661815164,eco,clear,mixed,235.6420151927791
83.62132893302439,31.392212226363963,14.65175607701024,76.84168155572844,3.4765405404676537,35.36689252145235,382.9958198459692,43.71246259696525,sport,fog,city,294.6701626618005
87.46575249307091,22.492325376880657,32.33915135844146,56.196113711995,0.3532939633719312,31.273907176379694,154.68618123156625,15.94573023972292,sport,snow,city,290.7976790326633
10.625691747807164,25.29826467193345,20.03698872251967,102.96163890819922,1.4234284289972226,30.267566876043563,411.44089277039376,25.6286951564161,sport,fog,mixed,18.01136789436017
55.967257231980916,40.561452474140786,24.091651601642937,41.085811921102604,3.3418167364272113,28.78612164650656,91.4010401446404,-81.19116409977892,normal,fog,mixed,216.78673971327433
47.56699028339011,31.776543953053743,39.67507801978541,31.99915900658414,1.5515506577174465,31.832735368393834,62.20460292751412,71.23426089025071,eco,rain,highway,193.93392740790097
29.98970294236572,30.442265812703397,1.6167772962009082,118.18391284138113,0.2492343705722716,35.57037536350753,22.478166744743678,53.98140660233253,eco,snow,highway,104.09981658259636
20.787883060031454,17.987391406200867,21.197278738069418,109.33629241561,4.159352046754819,32.48726022456297,469.65518150278797,18.098306764689525,eco,clear,highway,42.04418521532206
40.385365426326516,15.480844693653694,13.016069502869918,3.479129399877583,1.5516500356728153,33.340496814289374,154.00544885263685,83.71902622018143,sport,clear,city,135.0168928181734
94.86187335212672,43.91055566061147,-8.027402353865428,92.4874338367879,0.3155261242933921,28.90307054793478,458.80894008895297,-66.27241846012004,eco,snow,mixed,404.9625170290607
39.088263881867974,26.309585018605247,-9.276467924856748,13.240172859024355,0.3739408225143259,29.14815731313805,136.30678075966486,37.33147720683337,sport,rain,highway,113.45529451787155
56.691155956902946,33.09639186298513,-4.038571109107067,3.298223379524514,1.258793993943768,31.71578609567738,453.7829796681748,92.59635553043216,sport,snow,highway,142.58299973112022
73.27170630056601,17.391452195618548,22.454587026927406,32.84346191596187,0.8900797361076312,35.610118391869804,451.9645264230441,-37.998207086015825,sport,fog,city,274.25618660351984
42.726664214136456,35.493428571691396,18.35815439566961,32.321505487332516,3.871500588900754,30.886277132732232,461.83802250535643,-96.9415371864981,sport,rain,highway,116.35706395780639
97.46038744488646,42.97700126117883,17.671478058186374,98.31825148163576,1.6084202333351723,35.01987233054027,248.0767196420969,46.97349339382663,eco,fog,mixed,469.1688595566704
96.62025654479001,32.26995758992259,-8.407161873586995,85.28006951314022,4.0234789251991625,28.962308747405693,432.973143399446,-98.60393510877459,sport,snow,mixed,277.3568514385502
32.66040662428277,18.783459671262317,13.465149818000352,117.79313127984172,0.869229989115764,32.93613765546968,475.3829480836601,74.50672983643341,normal,rain,highway,99.5253005319166
54.75236553031469,32.451645824204306,36.231140892126426,85.38154803741821,2.464395897720419,32.80490381528415,162.30847094858976,-88.73974957928603,normal,snow,mixed,182.43352224504167
37.07904788350927,37.99041639313957,9.87959346553233,50.19066639072575,3.440185667765644,34.87899800056215,209.43720284127753,30.552945974375433,normal,snow,highway,102.62498933393573
35.63564449397208,27.19249609722056,21.246123489422818,83.87131931342603,3.2599542693292745,28.02653363523921,359.620093667872,-24.563171115369926,sport,rain,highway,97.44271385969955
13.319825261907951,41.39513243824403,28.990933781157175,119.93508806236825,3.0056470496513437,29.51945333758058,150.17991086165046,-59.331869256653434,eco,rain,mixed,24.97315505521777
64.86079005819072,34.460488600720936,29.19626395709438,85.21702590750337,4.624108009655849,29.757501003435856,376.90465445632947,79.6516799707658,eco,snow,mixed,236.86672560839654
55.24111209059753,41.977467548676074,15.964004119763569,91.40176271763819,1.142625738533722,35.5997287047259,36.94607260676697,49.24917038537245,sport,clear,city,204.8290765412808
14.633087612499041,33.70515933742011,32.89759727011682,112.60380182283113,2.468596022310527,29.22954925015916,261.7491921442711,-31.91188677134798,sport,rain,city,23.678195608160635
35.07818178129503,18.938639160144728,9.568904668187347,13.638151357402002,4.419962750362044,28.295698801764484,61.156742041872604,-43.169381428555,sport,clear,highway,95.34004118483976
91.74392973699884,24.290751333155676,34.434660739239916,84.57411521372723,0.3894688279757852,32.27569195793446,146.66173821833823,47.202458832227876,normal,clear,mixed,412.43861306089644
31.560570160027517,21.053848447573706,2.0113583197772655,102.09671495609388,0.27944134126537623,32.228467699469455,129.312696243236,67.3141525212661,sport,clear,highway,101.10788028080104
23.04053848821008,42.26479493150587,4.010820349528553,114.52543202650716,1.1665114377914572,34.752375722942915,419.46603678133306,43.17009285916188,sport,clear,city,66.22958332735601
54.05074842498067,37.81200201862448,-7.343968790049945,25.316314765403924,3.165106097690092,35.590877201422416,96.75862770309874,27.997845007148285,eco,fog,highway,210.04832344165933
98.70854086995406,35.29195106730018,29.779091827114144,60.47148092690931,1.2993981322490344,32.308363537121046,404.22396007955945,-54.41505496227024,eco,snow,mixed,427.3370688001765
31.784974436035036,24.02898958894865,10.852761811635279,81.66658171733782,0.9511994190439949,35.43995345935724,396.98017295396096,70.56079665529444,normal,rain,mixed,118.67779639504258
70.49219926652907,20.521343161506405,1.4558306955699525,29.696127540160493,2.29401157679146,33.801273210398634,249.44152777861495,49.93239669167497,normal,snow,city,255.69158631831309
78.54576537958458,37.69353263966735,1.5895138808289833,72.05674359003288,3.0679903438470575,30.11647302396468,116.9216277980648,3.4548579532828825,normal,snow,highway,247.96761807682208
31.38737895931597,29.22473837637239,35.069997061461656,30.909453899759924,1.242788535083702,35.42736568755141,113.44816997811135,2.317552453356143,normal,snow,highway,99.40284561091136
75.53947137506736,21.773686564518876,31.695830023051847,40.01484246379767,1.5034559336187103,33.339545409455,232.4623235579239,13.834605561469274,sport,snow,mixed,235.08889464550703
43.10048194473279,33.498659344958256,17.676544267859164,52.982243581303806,3.0677965240575693,31.31276746194107,4.404503696758155,65.65527883573253,sport,snow,city,131.76657888794577
66.90752475342215,16.210015564153558,20.805540020786054,63.502811849588035,4.728692109947263,33.44193667613545,265.67537730568307,48.451909767511495,normal,rain,mixed,246.6256007587575
67.01767396848052,24.785107623847605,13.71627852751455,53.92390459501807,3.3737086371904415,31.210502621950006,476.3897628835277,71.24899878917665,normal,snow,mixed,221.11348380658788
58.21972156672826,29.05670983773404,9.583327143940444,59.1834623745515,3.9145207179228,28.913470143903673,77.35344093129825,1.4565543317444707,eco,snow,city,233.25765560131254
18.12607930489675,19.438750023282175,35.77384406091657,35.83065075459511,1.834050473777344,33.7518299774152,286.6728107378017,24.929811803651432,eco,snow,mixed,58.14010356587244
85.17722460303142,44.53963432772519,-3.719364823984897,19.07581128271567,1.3612717969223302,34.59270089736595,480.8893443222284,70.91436137919592,eco,fog,highway,354.57602914542525
38.870205847456226,21.272920937688426,10.9223394858114,5.681997279220732,2.271338716013113,33.830449592155105,430.26106974580006,-53.535987964656925,normal,clear,highway,140.49521638121706
26.786665935986882,18.910593901297965,7.228095399393766,23.517446699000125,4.035664143558368,29.832917342053413,425.19005819067013,-11.195863948755203,eco,fog,highway,78.56311169615165
